status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk
2.0,36,2.0,0.0,14318,1.0,5.0,4.0,3.0,1.0,2.0,4.0,57,3.0,3.0,1,4.0,2,2.0,2.0,0
4.0,6,1.0,6.0,433,4.0,2.0,4.0,2.0,1.0,2.0,2.0,24,1.0,1.0,1,3.0,1,1.0,2.0,0
1.0,12,1.0,3.0,2149,1.0,3.0,4.0,1.0,1.0,1.0,4.0,29,3.0,3.0,1,3.0,2,1.0,2.0,0
4.0,24,2.0,3.0,2397,3.0,5.0,3.0,3.0,1.0,2.0,3.0,35,1.0,3.0,2,3.0,2,2.0,2.0,0
2.0,18,1.0,0.0,931,2.0,2.0,1.0,2.0,1.0,1.0,2.0,32,2.0,2.0,1,2.0,2,1.0,2.0,0
2.0,15,3.0,5.0,1512,4.0,3.0,3.0,4.0,1.0,3.0,2.0,61,2.0,2.0,2,3.0,2,1.0,2.0,0
2.0,24,0.0,9.0,4241,1.0,3.0,1.0,3.0,1.0,4.0,3.0,36,3.0,2.0,3,2.0,2,2.0,2.0,0
2.0,24,4.0,2.0,4736,1.0,2.0,2.0,2.0,1.0,4.0,3.0,25,1.0,2.0,1,2.0,2,1.0,2.0,0
2.0,15,0.0,0.0,1778,1.0,2.0,2.0,2.0,1.0,1.0,1.0,26,3.0,1.0,2,1.0,2,1.0,2.0,0
3.0,15,2.0,3.0,2327,1.0,2.0,4.0,2.0,1.0,3.0,1.0,25,3.0,2.0,1,2.0,2,1.0,2.0,0
1.0,24,1.0,2.0,6872,1.0,2.0,2.0,1.0,1.0,1.0,2.0,55,1.0,2.0,1,3.0,2,2.0,2.0,0
1.0,12,2.0,6.0,795,1.0,2.0,4.0,2.0,1.0,4.0,2.0,53,3.0,2.0,1,3.0,2,1.0,2.0,0
3.0,30,3.0,9.0,1908,1.0,5.0,4.0,3.0,1.0,4.0,1.0,33,3.0,2.0,1,4.0,140,2.0,2.0,0
2.0,36,0.0,9.0,1953,1.0,3.0,4.0,3.0,1.0,4.0,4.0,61,3.0,3.0,1,4.0,2,2.0,2.0,0
3.0,18,2.0,2.0,2325,1.0,3.0,2.0,3.0,1.0,1.0,1.0,34,3.0,2.0,1,2.0,1,1.0,2.0,0
3.0,21,4.0,6.0,2319,1.0,2.0,2.0,1.0,1.0,1.0,3.0,33,3.0,1.0,1,3.0,2,1.0,2.0,0
1.0,24,2.0,0.0,915,5.0,5.0,4.0,2.0,1.0,2.0,3.0,29,1.0,2.0,1,3.0,2,1.0,2.0,0
3.0,24,2.0,0.0,947,1.0,4.0,4.0,3.0,1.0,3.0,4.0,38,1.0,3.0,1,3.0,1,1.0,2.0,0
1.0,24,2.0,0.0,1381,5.0,3.0,4.0,2.0,1.0,2.0,2.0,35,3.0,2.0,1,4.0,2,1.0,2.0,0
1.0,24,2.0,0.0,1285,5.0,4.0,4.0,2.0,1.0,4.0,4.0,32,3.0,1.0,1,3.0,2,1.0,2.0,0
1.0,24,2.0,0.0,1371,5.0,3.0,4.0,2.0,1.0,4.0,1.0,25,3.0,1.0,0,3.0,2,1.0,2.0,0
2.0,18,2.0,0.0,1042,5.0,3.0,4.0,2.0,1.0,2.0,2.0,33,3.0,2.0,1,3.0,2,1.0,2.0,0
1.0,12,2.0,0.0,900,5.0,3.0,4.0,4.0,1.0,2.0,3.0,23,3.0,2.0,1,3.0,2,1.0,2.0,0
1.0,24,2.0,0.0,1207,1.0,2.0,4.0,2.0,1.0,4.0,2.0,24,3.0,1.0,1,3.0,2,1.0,2.0,0
2.0,18,0.0,0.0,2278,2.0,2.0,3.0,2.0,1.0,3.0,3.0,28,3.0,2.0,2,3.0,2,1.0,2.0,0
1.0,60,3.0,9.0,6836,1.0,5.0,3.0,3.0,1.0,4.0,4.0,63,3.0,2.0,2,3.0,2,2.0,2.0,0
4.0,24,2.0,2.0,3345,1.0,5.0,4.0,3.0,1.0,2.0,2.0,39,3.0,1.0,1,4.0,2,2.0,2.0,0
1.0,6,1.0,6.0,1198,1.0,5.0,4.0,2.0,1.0,4.0,4.0,35,3.0,3.0,1,3.0,2,1.0,2.0,0
2.0,48,2.0,3.0,14421,1.0,3.0,2.0,3.0,1.0,2.0,3.0,23,3.0,2.0,0,3.0,2,2.0,2.0,0
1.0,60,2.0,9.0,7297,1.0,5.0,4.0,3.0,1.0,4.0,4.0,36,3.0,1.0,1,3.0,2,1.0,2.0,0
4.0,18,2.0,5.0,1943,1.0,2.0,4.0,2.0,1.0,4.0,1.0,75,3.0,2.0,1,3.0,2,1.0,2.0,0
1.0,18,2.0,3.0,3190,1.0,3.0,2.0,2.0,1.0,2.0,1.0,24,3.0,2.0,1,3.0,2,1.0,2.0,0
2.0,9,1.0,1.0,5129,1.0,5.0,2.0,2.0,1.0,4.0,4.0,74,1.0,3.0,1,4.0,1,2.0,2.0,0
4.0,18,3.0,2.0,1808,1.0,4.0,4.0,2.0,1.0,1.0,1.0,22,3.0,2.0,1,3.0,2,1.0,2.0,0
3.0,10,2.0,0.0,1240,2.0,5.0,1.0,2.0,1.0,4.0,4.0,48,3.0,3.0,14,2.0,1,1.0,2.0,0
1.0,12,2.0,0.0,759,1.0,4.0,4.0,3.0,1.0,2.0,1.0,26,3.0,2.0,1,3.0,2,1.0,2.0,0
4.0,9,2.0,2.0,1980,1.0,2.0,4.0,2.0,2.0,2.0,3.0,20,3.0,1.0,2,3.0,2,1.0,2.0,0
2.0,48,2.0,3.0,10961,4.0,4.0,1.0,3.0,2.0,2.0,4.0,27,1.0,2.0,0,4.0,192,2.0,2.0,0
1.0,36,3.0,6.0,6887,1.0,3.0,4.0,3.0,1.0,3.0,2.0,29,2.0,2.0,1,3.0,2,2.0,2.0,0
1.0,24,2.0,3.0,1938,1.0,2.0,4.0,1.0,1.0,3.0,2.0,32,3.0,2.0,1,3.0,2,1.0,2.0,0
1.0,21,2.0,3.0,1835,1.0,3.0,3.0,2.0,1.0,2.0,1.0,25,3.0,2.0,2,3.0,2,2.0,2.0,0
2.0,6,3.0,0.0,1209,1.0,1.0,4.0,3.0,1.0,4.0,2.0,47,3.0,2.0,1,4.0,2,2.0,2.0,0
2.0,48,0.0,9.0,3844,2.0,4.0,4.0,3.0,1.0,4.0,4.0,34,3.0,3.0,1,2.0,1,1.0,2.0,0
1.0,12,4.0,0.0,4843,1.0,5.0,3.0,3.0,2.0,4.0,2.0,43,3.0,1.0,2,3.0,2,2.0,2.0,0
2.0,12,2.0,5.0,639,1.0,3.0,4.0,3.0,1.0,2.0,3.0,30,3.0,2.0,1,3.0,2,1.0,2.0,0
2.0,48,2.0,3.0,5951,1.0,3.0,2.0,2.0,1.0,2.0,1.0,22,3.0,2.0,1,3.0,2,1.0,2.0,0
2.0,36,0.0,3.0,3804,1.0,3.0,4.0,2.0,1.0,1.0,3.0,42,3.0,2.0,1,3.0,2,2.0,2.0,0
4.0,36,3.0,3.0,4463,1.0,3.0,4.0,3.0,1.0,2.0,3.0,26,3.0,2.0,2,4.0,2,2.0,2.0,0
4.0,18,3.0,9.0,7980,5.0,2.0,4.0,3.0,1.0,4.0,3.0,27,3.0,1.0,2,3.0,2,2.0,2.0,0
3.0,36,2.0,3.0,4210,1.0,3.0,4.0,3.0,1.0,2.0,3.0,26,3.0,2.0,1,3.0,2,1.0,2.0,0
4.0,6,2.0,2.0,4611,1.0,2.0,1.0,2.0,1.0,4.0,2.0,32,3.0,2.0,1,3.0,2,1.0,2.0,0
2.0,24,2.0,1.0,11560,1.0,3.0,1.0,2.0,1.0,4.0,3.0,23,3.0,1.0,2,4.0,2,1.0,2.0,0
4.0,18,0.0,9.0,4165,1.0,3.0,2.0,3.0,1.0,2.0,3.0,36,2.0,2.0,2,3.0,1,1.0,2.0,0
2.0,24,2.0,2.0,4057,1.0,4.0,3.0,1.0,1.0,3.0,3.0,43,3.0,2.0,1,3.0,2,2.0,2.0,0
4.0,18,1.0,0.0,2325,1.0,5.0,2.0,3.0,1.0,4.0,4.0,39,1.0,2.0,2,4.0,1,2.0,2.0,0
4.0,12,2.0,0.0,1386,3.0,3.0,2.0,3.0,1.0,2.0,2.0,26,3.0,2.0,1,3.0,2,1.0,2.0,0
1.0,36,2.0,6.0,1977,5.0,5.0,4.0,3.0,1.0,4.0,4.0,40,3.0,2.0,1,4.0,2,2.0,2.0,0
2.0,18,4.0,2.0,1928,1.0,2.0,4.0,3.0,1.0,2.0,1.0,31,3.0,2.0,2,2.0,2,1.0,2.0,0
4.0,12,2.0,2.0,2325,3.0,3.0,4.0,2.0,1.0,4.0,3.0,29,3.0,1.0,1,2.0,2,1.0,2.0,0
2.0,24,2.0,10.0,11328,1.0,3.0,2.0,3.0,2.0,3.0,3.0,29,1.0,2.0,2,4.0,2,2.0,2.0,0
2.0,24,4.0,10.0,11938,1.0,3.0,2.0,3.0,2.0,3.0,3.0,75,3.0,2.0,2,4.0,1,2.0,2.0,0
2.0,27,4.0,3.0,2520,3.0,3.0,4.0,3.0,1.0,2.0,2.0,23,3.0,2.0,2,2.0,2,1.0,2.0,0
2.0,30,3.0,3.0,1919,5.0,2.0,4.0,3.0,1.0,3.0,4.0,30,2.0,2.0,2,4.0,2,1.0,2.0,0
2.0,60,4.0,10.0,14421,2.0,5.0,3.0,2.0,1.0,4.0,4.0,60,1.0,3.0,2,4.0,2,2.0,2.0,0
2.0,36,2.0,3.0,2671,2.0,3.0,4.0,2.0,2.0,4.0,4.0,50,3.0,3.0,1,3.0,2,1.0,2.0,0
2.0,36,2.0,6.0,12612,1.0,3.0,1.0,3.0,1.0,4.0,4.0,47,3.0,3.0,1,3.0,1,2.0,2.0,0
2.0,45,2.0,3.0,3031,2.0,5.0,4.0,3.0,3.0,4.0,2.0,21,3.0,1.0,1,3.0,2,1.0,2.0,0
1.0,12,1.0,3.0,626,1.0,3.0,4.0,2.0,1.0,4.0,1.0,24,1.0,2.0,1,2.0,2,1.0,2.0,0
2.0,24,4.0,9.0,1935,1.0,5.0,4.0,1.0,1.0,4.0,1.0,31,3.0,2.0,2,3.0,2,2.0,2.0,0
3.0,24,4.0,0.0,1344,5.0,4.0,4.0,3.0,1.0,4.0,1.0,37,1.0,2.0,2,2.0,1,1.0,2.0,0
4.0,18,2.0,2.0,1533,1.0,2.0,4.0,4.0,2.0,1.0,2.0,43,3.0,2.0,1,2.0,1,1.0,2.0,0
1.0,48,2.0,0.0,3931,1.0,4.0,4.0,3.0,1.0,4.0,4.0,46,3.0,3.0,1,3.0,1,1.0,2.0,0
1.0,24,1.0,2.0,3349,3.0,2.0,4.0,3.0,1.0,4.0,4.0,30,3.0,3.0,1,3.0,1,2.0,2.0,0
1.0,36,2.0,3.0,2302,1.0,3.0,4.0,1.0,1.0,4.0,3.0,31,3.0,1.0,75,3.0,2,1.0,2.0,0
1.0,42,2.0,3.0,3965,1.0,3.0,4.0,3.0,1.0,3.0,3.0,34,3.0,2.0,1,3.0,2,1.0,2.0,0
1.0,12,2.0,3.0,727,2.0,2.0,4.0,4.0,1.0,3.0,4.0,33,3.0,2.0,1,2.0,2,2.0,2.0,0
4.0,48,2.0,9.0,3914,5.0,3.0,4.0,1.0,1.0,2.0,1.0,38,1.0,2.0,1,3.0,2,1.0,2.0,0
1.0,48,2.0,9.0,4308,1.0,2.0,3.0,2.0,1.0,4.0,2.0,24,3.0,1.0,1,3.0,2,1.0,2.0,0
2.0,12,2.0,3.0,1534,1.0,2.0,1.0,4.0,1.0,1.0,1.0,23,3.0,1.0,1,3.0,2,1.0,2.0,0
4.0,18,4.0,0.0,2775,1.0,4.0,2.0,3.0,1.0,2.0,2.0,31,1.0,2.0,2,3.0,2,1.0,2.0,0
1.0,40,4.0,6.0,5998,1.0,3.0,4.0,3.0,1.0,3.0,4.0,27,1.0,2.0,1,3.0,2,2.0,2.0,0
3.0,15,4.0,3.0,1271,5.0,3.0,3.0,3.0,1.0,4.0,4.0,39,3.0,3.0,2,4.0,2,2.0,2.0,0
2.0,12,2.0,3.0,1295,1.0,2.0,3.0,2.0,1.0,1.0,3.0,25,3.0,1.0,1,3.0,2,1.0,2.0,0
2.0,36,2.0,1.0,9398,1.0,2.0,1.0,4.0,1.0,4.0,3.0,28,3.0,1.0,1,4.0,2,2.0,2.0,0
2.0,12,2.0,2.0,951,2.0,2.0,4.0,2.0,1.0,4.0,3.0,27,1.0,1.0,264,3.0,2,1.0,2.0,0
2.0,24,2.0,0.0,1355,1.0,2.0,3.0,2.0,1.0,4.0,3.0,25,3.0,2.0,1,2.0,2,2.0,2.0,0
1.0,48,2.0,4.0,3051,1.0,3.0,3.0,3.0,1.0,4.0,3.0,54,3.0,2.0,0,3.0,0,1.0,2.0,0
4.0,36,4.0,0.0,7855,5.0,3.0,4.0,2.0,1.0,2.0,1.0,25,2.0,2.0,2,3.0,2,2.0,2.0,0
4.0,18,2.0,3.0,2325,1.0,1.0,3.0,2.0,2.0,4.0,1.0,22,3.0,1.0,0,3.0,2,1.0,2.0,0
4.0,36,3.0,9.0,9572,1.0,2.0,1.0,1.0,1.0,1.0,3.0,28,3.0,2.0,2,3.0,2,1.0,2.0,0
2.0,24,1.0,6.0,1837,1.0,4.0,4.0,2.0,1.0,4.0,4.0,34,3.0,3.0,1,2.0,2,1.0,2.0,0
2.0,30,4.0,0.0,4249,1.0,1.0,4.0,4.0,1.0,2.0,3.0,28,3.0,2.0,2,4.0,2,1.0,2.0,0
2.0,30,4.0,0.0,5234,1.0,1.0,4.0,4.0,1.0,2.0,3.0,28,3.0,2.0,2,4.0,2,1.0,2.0,0
1.0,48,2.0,3.0,6758,1.0,3.0,3.0,2.0,1.0,2.0,3.0,31,3.0,2.0,1,3.0,110,2.0,2.0,0
1.0,9,2.0,3.0,1366,1.0,2.0,3.0,2.0,1.0,4.0,2.0,22,3.0,1.0,1,3.0,2,1.0,2.0,0
1.0,24,1.0,10.0,1358,5.0,5.0,4.0,3.0,1.0,3.0,3.0,40,2.0,2.0,1,4.0,2,2.0,2.0,0
1.0,18,2.0,2.0,2473,1.0,1.0,4.0,3.0,1.0,1.0,3.0,25,3.0,2.0,1,1.0,2,1.0,2.0,0
3.0,9,0.0,3.0,1337,1.0,2.0,4.0,3.0,1.0,2.0,3.0,34,3.0,2.0,2,4.0,2,2.0,2.0,0
1.0,48,2.0,0.0,7763,1.0,5.0,4.0,3.0,1.0,4.0,4.0,42,1.0,3.0,1,4.0,2,1.0,2.0,0
2.0,15,1.0,0.0,1264,2.0,3.0,2.0,4.0,1.0,2.0,2.0,25,3.0,1.0,1,3.0,2,1.0,2.0,0
2.0,15,2.0,0.0,2631,2.0,3.0,2.0,2.0,1.0,4.0,3.0,28,3.0,1.0,2,3.0,2,2.0,2.0,0
2.0,48,2.0,0.0,6560,2.0,4.0,3.0,3.0,1.0,2.0,4.0,24,3.0,2.0,1,3.0,2,1.0,2.0,0
1.0,24,2.0,0.0,3123,1.0,2.0,4.0,2.0,1.0,1.0,2.0,27,3.0,2.0,1,3.0,2,1.0,2.0,0
1.0,36,4.0,6.0,8065,1.0,3.0,3.0,2.0,1.0,2.0,4.0,25,3.0,2.0,2,4.0,2,2.0,2.0,0
1.0,24,2.0,3.0,2439,1.0,2.0,4.0,2.0,1.0,4.0,1.0,35,3.0,2.0,1,3.0,2,2.0,2.0,0
2.0,36,2.0,2.0,9034,2.0,2.0,4.0,3.0,2.0,1.0,4.0,29,3.0,1.0,1,4.0,2,2.0,2.0,0
2.0,60,2.0,0.0,14027,1.0,4.0,4.0,3.0,1.0,2.0,4.0,27,3.0,2.0,1,4.0,2,2.0,2.0,0
1.0,36,4.0,1.0,9629,1.0,4.0,4.0,3.0,1.0,4.0,3.0,24,3.0,2.0,2,3.0,2,2.0,2.0,0
2.0,12,2.0,3.0,1484,5.0,3.0,2.0,4.0,1.0,1.0,1.0,25,3.0,2.0,1,3.0,2,2.0,2.0,0
1.0,18,2.0,2.0,1131,1.0,1.0,4.0,2.0,1.0,2.0,3.0,33,3.0,2.0,1,3.0,2,1.0,2.0,0
2.0,24,3.0,2.0,2064,1.0,1.0,3.0,2.0,1.0,2.0,2.0,34,3.0,2.0,1,4.0,2,2.0,2.0,0
2.0,18,2.0,1.0,12976,1.0,1.0,3.0,2.0,1.0,4.0,4.0,38,3.0,3.0,1,4.0,2,2.0,2.0,0
4.0,21,3.0,9.0,2580,3.0,2.0,4.0,3.0,1.0,2.0,1.0,41,1.0,2.0,1,2.0,1,1.0,2.0,0
4.0,27,2.0,0.0,2570,1.0,3.0,3.0,2.0,1.0,3.0,1.0,21,3.0,1.0,1,3.0,2,1.0,2.0,0
2.0,27,2.0,9.0,3915,1.0,3.0,4.0,3.0,1.0,2.0,3.0,36,3.0,2.0,1,3.0,1,2.0,2.0,0
4.0,10,2.0,0.0,1309,5.0,3.0,4.0,3.0,3.0,4.0,2.0,27,3.0,2.0,73,2.0,2,1.0,2.0,0
1.0,24,2.0,0.0,4817,1.0,4.0,2.0,3.0,2.0,3.0,2.0,31,3.0,2.0,1,3.0,2,2.0,2.0,0
1.0,12,2.0,0.0,2579,1.0,2.0,4.0,3.0,1.0,1.0,1.0,33,3.0,2.0,1,2.0,1,1.0,2.0,0
2.0,36,3.0,0.0,2225,1.0,5.0,4.0,3.0,1.0,4.0,4.0,57,1.0,3.0,2,3.0,2,2.0,2.0,0
1.0,18,2.0,2.0,4153,1.0,3.0,2.0,3.0,2.0,3.0,3.0,42,3.0,2.0,1,3.0,2,1.0,2.0,0
1.0,18,0.0,2.0,3114,1.0,2.0,1.0,2.0,1.0,4.0,2.0,26,3.0,1.0,1,3.0,2,1.0,2.0,0
1.0,18,4.0,2.0,2124,1.0,3.0,4.0,2.0,1.0,4.0,1.0,24,3.0,1.0,2,3.0,2,1.0,2.0,0
1.0,18,1.0,2.0,1553,5.0,3.0,4.0,3.0,1.0,3.0,3.0,44,1.0,2.0,1,3.0,2,1.0,2.0,0
1.0,30,2.0,2.0,2406,1.0,4.0,4.0,2.0,1.0,4.0,1.0,23,3.0,1.0,1,3.0,2,1.0,2.0,0
1.0,24,3.0,0.0,1333,1.0,1.0,4.0,3.0,1.0,2.0,1.0,43,3.0,3.0,2,3.0,1,1.0,2.0,0
1.0,48,0.0,2.0,7119,1.0,3.0,3.0,3.0,1.0,4.0,4.0,53,3.0,3.0,2,3.0,1,1.0,2.0,0
1.0,24,3.0,3.0,4870,1.0,3.0,3.0,3.0,1.0,4.0,4.0,53,3.0,3.0,2,3.0,1,1.0,2.0,0
1.0,12,4.0,0.0,691,1.0,5.0,4.0,3.0,1.0,3.0,2.0,35,3.0,2.0,166,3.0,2,1.0,2.0,0
1.0,42,3.0,3.0,4370,1.0,4.0,3.0,3.0,1.0,2.0,2.0,26,1.0,2.0,2,3.0,1,2.0,2.0,0
1.0,36,1.0,2.0,2746,1.0,5.0,4.0,3.0,1.0,4.0,3.0,31,1.0,2.0,1,3.0,2,1.0,2.0,0
1.0,24,0.0,2.0,4110,1.0,5.0,3.0,3.0,1.0,4.0,3.0,23,1.0,1.0,2,3.0,1,1.0,2.0,0
4.0,18,2.0,2.0,2462,1.0,3.0,2.0,3.0,1.0,2.0,3.0,22,3.0,2.0,1,3.0,2,1.0,2.0,0
1.0,12,2.0,2.0,1282,1.0,3.0,2.0,2.0,1.0,4.0,3.0,20,3.0,1.0,1,3.0,2,1.0,2.0,0
2.0,12,0.0,2.0,2969,1.0,2.0,4.0,2.0,1.0,3.0,2.0,25,3.0,1.0,2,3.0,2,1.0,2.0,0
1.0,48,0.0,1.0,4605,1.0,5.0,4.0,3.0,1.0,4.0,4.0,24,3.0,3.0,2,3.0,1,1.0,2.0,0
1.0,48,4.0,1.0,6331,1.0,5.0,4.0,3.0,1.0,4.0,4.0,46,3.0,3.0,2,3.0,2,2.0,2.0,0
1.0,24,2.0,2.0,3552,1.0,4.0,3.0,3.0,1.0,4.0,3.0,27,1.0,2.0,1,4.0,2,1.0,2.0,0
1.0,12,1.0,0.0,697,1.0,2.0,4.0,3.0,1.0,2.0,3.0,46,1.0,2.0,2,3.0,2,2.0,2.0,0
1.0,24,2.0,0.0,1442,1.0,4.0,4.0,2.0,1.0,4.0,3.0,23,3.0,1.0,2,3.0,2,1.0,2.0,0
1.0,27,0.0,9.0,5293,1.0,1.0,2.0,3.0,1.0,4.0,2.0,50,3.0,2.0,2,3.0,2,2.0,2.0,0
1.0,21,3.0,6.0,3414,1.0,2.0,2.0,3.0,1.0,1.0,2.0,26,2.0,2.0,2,3.0,2,1.0,2.0,0
1.0,18,2.0,2.0,2039,1.0,3.0,1.0,2.0,1.0,4.0,1.0,20,3.0,1.0,1,3.0,2,1.0,2.0,0
1.0,24,1.0,9.0,3161,1.0,3.0,4.0,3.0,1.0,2.0,2.0,31,1.0,2.0,1,3.0,2,2.0,2.0,0
1.0,48,2.0,1.0,10297,1.0,4.0,4.0,3.0,1.0,4.0,4.0,39,3.0,3.0,3,3.0,1,2.0,2.0,0
2.0,48,0.0,9.0,14421,1.0,3.0,2.0,3.0,1.0,2.0,3.0,25,2.0,2.0,1,3.0,2,2.0,2.0,0
2.0,18,4.0,0.0,1056,1.0,5.0,3.0,3.0,3.0,3.0,1.0,30,3.0,2.0,2,3.0,2,1.0,2.0,0
1.0,12,2.0,0.0,1274,1.0,2.0,3.0,2.0,1.0,1.0,1.0,37,1.0,2.0,1,2.0,2,1.0,2.0,0
2.0,12,2.0,0.0,1223,1.0,5.0,1.0,1.0,1.0,1.0,1.0,46,3.0,1.0,2,3.0,2,1.0,2.0,0
1.0,12,2.0,0.0,1372,1.0,4.0,2.0,1.0,1.0,3.0,3.0,36,3.0,2.0,1,3.0,2,1.0,2.0,0
1.0,16,4.0,0.0,2625,1.0,5.0,2.0,3.0,3.0,4.0,2.0,43,3.0,1.0,1,3.0,607,2.0,1.0,0
1.0,20,4.0,0.0,2235,1.0,3.0,4.0,4.0,3.0,2.0,2.0,33,1.0,1.0,2,3.0,2,1.0,1.0,0
2.0,9,2.0,2.0,959,1.0,3.0,1.0,2.0,1.0,2.0,3.0,29,1.0,2.0,1,3.0,2,1.0,2.0,0
2.0,18,4.0,0.0,884,1.0,5.0,4.0,3.0,3.0,4.0,3.0,36,3.0,2.0,1,3.0,1,2.0,2.0,0
2.0,24,2.0,0.0,1246,1.0,2.0,4.0,3.0,1.0,2.0,1.0,23,1.0,2.0,1,2.0,2,1.0,2.0,0
2.0,36,3.0,0.0,8086,5.0,5.0,2.0,3.0,1.0,4.0,3.0,42,2.0,2.0,4,4.0,2,2.0,2.0,0
4.0,48,4.0,0.0,10127,3.0,3.0,2.0,3.0,1.0,2.0,4.0,44,3.0,3.0,1,3.0,2,1.0,2.0,0
2.0,12,2.0,0.0,888,1.0,5.0,4.0,3.0,1.0,4.0,3.0,41,1.0,2.0,1,2.0,521,1.0,2.0,0
4.0,12,2.0,6.0,719,1.0,5.0,4.0,3.0,1.0,4.0,3.0,41,1.0,2.0,1,2.0,1,1.0,2.0,0
2.0,36,2.0,0.0,12389,5.0,3.0,1.0,3.0,3.0,4.0,4.0,37,1.0,3.0,1,3.0,2,2.0,2.0,0
1.0,12,4.0,3.0,709,1.0,5.0,4.0,3.0,1.0,4.0,1.0,57,3.0,2.0,1,2.0,2,1.0,2.0,0
2.0,15,1.0,0.0,6850,2.0,1.0,1.0,3.0,1.0,2.0,2.0,34,2.0,2.0,409,4.0,1,2.0,2.0,0
4.0,10,2.0,2.0,2210,1.0,3.0,2.0,3.0,1.0,2.0,1.0,25,3.0,1.0,1,2.0,2,1.0,2.0,0
4.0,30,1.0,1.0,7485,5.0,1.0,4.0,2.0,1.0,1.0,1.0,53,1.0,2.0,1,4.0,2,2.0,2.0,0
1.0,18,1.0,0.0,1442,1.0,4.0,4.0,3.0,1.0,4.0,4.0,32,1.0,3.0,2,2.0,1,1.0,2.0,0
4.0,12,4.0,3.0,797,5.0,5.0,4.0,2.0,1.0,3.0,2.0,33,3.0,2.0,1,2.0,1,1.0,2.0,0
2.0,45,4.0,3.0,4746,1.0,2.0,4.0,3.0,1.0,2.0,2.0,24,1.0,2.0,2,2.0,2,1.0,2.0,0
2.0,21,2.0,9.0,1188,1.0,5.0,2.0,2.0,1.0,4.0,2.0,39,3.0,2.0,1,3.0,1,1.0,2.0,0
4.0,48,4.0,1.0,11590,2.0,3.0,2.0,2.0,1.0,4.0,3.0,24,3.0,1.0,2,2.0,2,1.0,2.0,0
3.0,12,1.0,9.0,609,1.0,2.0,4.0,2.0,1.0,1.0,1.0,26,1.0,2.0,1,1.0,2,1.0,2.0,0
1.0,18,4.0,5.0,1190,1.0,1.0,2.0,2.0,1.0,4.0,4.0,55,3.0,3.0,3,1.0,1,1.0,2.0,0
2.0,21,2.0,9.0,2767,2.0,5.0,4.0,1.0,1.0,2.0,3.0,61,3.0,1.0,0,2.0,2,1.0,2.0,0
2.0,30,2.0,2.0,3441,2.0,3.0,2.0,2.0,2.0,4.0,3.0,21,1.0,1.0,1,3.0,2,1.0,2.0,0
2.0,30,0.0,9.0,4280,2.0,3.0,4.0,2.0,1.0,4.0,3.0,26,3.0,1.0,2,2.0,2,1.0,2.0,0
2.0,24,2.0,3.0,3092,2.0,2.0,3.0,4.0,1.0,2.0,3.0,22,3.0,1.0,1,3.0,2,2.0,2.0,0
4.0,18,2.0,0.0,6761,5.0,3.0,2.0,3.0,1.0,4.0,3.0,68,2.0,1.0,2,3.0,2,1.0,2.0,0
2.0,12,2.0,3.0,1331,1.0,2.0,2.0,3.0,1.0,1.0,3.0,22,3.0,2.0,1,3.0,2,1.0,2.0,0
2.0,54,0.0,9.0,14421,1.0,2.0,3.0,3.0,1.0,4.0,4.0,58,3.0,1.0,1,3.0,2,2.0,2.0,0
1.0,24,2.0,2.0,3234,1.0,2.0,4.0,2.0,1.0,4.0,1.0,23,3.0,1.0,1,2.0,2,2.0,2.0,0
2.0,15,2.0,3.0,802,1.0,5.0,4.0,3.0,1.0,3.0,3.0,37,3.0,2.0,1,3.0,1,1.0,2.0,0
2.0,48,2.0,2.0,9960,1.0,2.0,1.0,2.0,1.0,2.0,3.0,26,1.0,2.0,1,3.0,2,2.0,2.0,0
4.0,24,3.0,9.0,8648,1.0,2.0,2.0,3.0,1.0,2.0,3.0,27,1.0,2.0,2,3.0,2,2.0,2.0,0
1.0,18,2.0,3.0,1345,5.0,3.0,4.0,4.0,1.0,4.0,1.0,26,3.0,2.0,1,3.0,2,1.0,2.0,0
1.0,45,2.0,3.0,1845,1.0,3.0,4.0,3.0,1.0,4.0,4.0,23,3.0,3.0,1,3.0,2,2.0,2.0,0
1.0,21,1.0,0.0,1647,5.0,3.0,4.0,3.0,1.0,2.0,2.0,40,1.0,2.0,2,2.0,1,1.0,2.0,0
4.0,48,2.0,9.0,4844,1.0,1.0,3.0,3.0,1.0,2.0,3.0,33,3.0,1.0,1,4.0,2,2.0,2.0,0
2.0,27,0.0,9.0,8318,1.0,5.0,2.0,2.0,1.0,4.0,4.0,42,2.0,3.0,2,4.0,578,2.0,2.0,0
3.0,18,2.0,3.0,2100,1.0,3.0,4.0,3.0,2.0,2.0,1.0,37,3.0,2.0,1,3.0,2,1.0,2.0,0
1.0,45,0.0,9.0,11816,1.0,5.0,2.0,3.0,1.0,4.0,3.0,29,3.0,1.0,2,3.0,2,1.0,2.0,0
1.0,6,2.0,6.0,448,1.0,2.0,4.0,2.0,1.0,4.0,2.0,23,3.0,2.0,1,3.0,2,1.0,2.0,0
1.0,30,2.0,5.0,11998,1.0,2.0,1.0,1.0,1.0,1.0,4.0,34,1.0,2.0,1,2.0,2,2.0,2.0,0
